case_id,scanner_name,raw_reference,field,warning
case_001,npm_audit,artifacts\scanner_raw\npm_audit\case_001.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_001,npm_audit,artifacts\scanner_raw\npm_audit\case_001.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_001,npm_audit,artifacts\scanner_raw\npm_audit\case_001.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_001,npm_audit,artifacts\scanner_raw\npm_audit\case_001.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_001,npm_audit,artifacts\scanner_raw\npm_audit\case_001.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_003,npm_audit,artifacts\scanner_raw\npm_audit\case_003.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_003,npm_audit,artifacts\scanner_raw\npm_audit\case_003.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_003,npm_audit,artifacts\scanner_raw\npm_audit\case_003.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_003,npm_audit,artifacts\scanner_raw\npm_audit\case_003.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_003,npm_audit,artifacts\scanner_raw\npm_audit\case_003.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_005,npm_audit,artifacts\scanner_raw\npm_audit\case_005.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_005,npm_audit,artifacts\scanner_raw\npm_audit\case_005.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_005,npm_audit,artifacts\scanner_raw\npm_audit\case_005.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_005,npm_audit,artifacts\scanner_raw\npm_audit\case_005.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_005,npm_audit,artifacts\scanner_raw\npm_audit\case_005.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_007,npm_audit,artifacts\scanner_raw\npm_audit\case_007.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_007,npm_audit,artifacts\scanner_raw\npm_audit\case_007.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_007,npm_audit,artifacts\scanner_raw\npm_audit\case_007.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_007,npm_audit,artifacts\scanner_raw\npm_audit\case_007.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_007,npm_audit,artifacts\scanner_raw\npm_audit\case_007.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_009,npm_audit,artifacts\scanner_raw\npm_audit\case_009.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_009,npm_audit,artifacts\scanner_raw\npm_audit\case_009.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_011,npm_audit,artifacts\scanner_raw\npm_audit\case_011.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_011,npm_audit,artifacts\scanner_raw\npm_audit\case_011.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_013,npm_audit,artifacts\scanner_raw\npm_audit\case_013.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_013,npm_audit,artifacts\scanner_raw\npm_audit\case_013.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_015,npm_audit,artifacts\scanner_raw\npm_audit\case_015.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_015,npm_audit,artifacts\scanner_raw\npm_audit\case_015.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_017,npm_audit,artifacts\scanner_raw\npm_audit\case_017.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_017,npm_audit,artifacts\scanner_raw\npm_audit\case_017.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_017,npm_audit,artifacts\scanner_raw\npm_audit\case_017.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_017,npm_audit,artifacts\scanner_raw\npm_audit\case_017.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_019,npm_audit,artifacts\scanner_raw\npm_audit\case_019.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_019,npm_audit,artifacts\scanner_raw\npm_audit\case_019.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_019,npm_audit,artifacts\scanner_raw\npm_audit\case_019.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_019,npm_audit,artifacts\scanner_raw\npm_audit\case_019.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_021,npm_audit,artifacts\scanner_raw\npm_audit\case_021.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_021,npm_audit,artifacts\scanner_raw\npm_audit\case_021.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_021,npm_audit,artifacts\scanner_raw\npm_audit\case_021.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_021,npm_audit,artifacts\scanner_raw\npm_audit\case_021.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_023,npm_audit,artifacts\scanner_raw\npm_audit\case_023.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_023,npm_audit,artifacts\scanner_raw\npm_audit\case_023.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_023,npm_audit,artifacts\scanner_raw\npm_audit\case_023.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_023,npm_audit,artifacts\scanner_raw\npm_audit\case_023.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_025,npm_audit,artifacts\scanner_raw\npm_audit\case_025.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_025,npm_audit,artifacts\scanner_raw\npm_audit\case_025.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_027,npm_audit,artifacts\scanner_raw\npm_audit\case_027.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_027,npm_audit,artifacts\scanner_raw\npm_audit\case_027.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_029,npm_audit,artifacts\scanner_raw\npm_audit\case_029.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_029,npm_audit,artifacts\scanner_raw\npm_audit\case_029.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_031,npm_audit,artifacts\scanner_raw\npm_audit\case_031.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_031,npm_audit,artifacts\scanner_raw\npm_audit\case_031.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_032,npm_audit,artifacts\scanner_raw\npm_audit\case_032.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_032,npm_audit,artifacts\scanner_raw\npm_audit\case_032.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_032,npm_audit,artifacts\scanner_raw\npm_audit\case_032.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_034,npm_audit,artifacts\scanner_raw\npm_audit\case_034.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_034,npm_audit,artifacts\scanner_raw\npm_audit\case_034.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_034,npm_audit,artifacts\scanner_raw\npm_audit\case_034.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_036,npm_audit,artifacts\scanner_raw\npm_audit\case_036.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_036,npm_audit,artifacts\scanner_raw\npm_audit\case_036.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_036,npm_audit,artifacts\scanner_raw\npm_audit\case_036.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_038,npm_audit,artifacts\scanner_raw\npm_audit\case_038.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_038,npm_audit,artifacts\scanner_raw\npm_audit\case_038.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_038,npm_audit,artifacts\scanner_raw\npm_audit\case_038.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_045,npm_audit,artifacts\scanner_raw\npm_audit\case_045.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_047,npm_audit,artifacts\scanner_raw\npm_audit\case_047.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_049,npm_audit,artifacts\scanner_raw\npm_audit\case_049.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_002,pip_audit,artifacts\scanner_raw\pip_audit\case_002.json,severity,severity missing in scanner output or local dependency context
case_002,pip_audit,artifacts\scanner_raw\pip_audit\case_002.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_002,pip_audit,artifacts\scanner_raw\pip_audit\case_002.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_002,pip_audit,artifacts\scanner_raw\pip_audit\case_002.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_002,pip_audit,artifacts\scanner_raw\pip_audit\case_002.json,severity,severity missing in scanner output or local dependency context
case_002,pip_audit,artifacts\scanner_raw\pip_audit\case_002.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_002,pip_audit,artifacts\scanner_raw\pip_audit\case_002.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_002,pip_audit,artifacts\scanner_raw\pip_audit\case_002.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_004,pip_audit,artifacts\scanner_raw\pip_audit\case_004.json,severity,severity missing in scanner output or local dependency context
case_004,pip_audit,artifacts\scanner_raw\pip_audit\case_004.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_004,pip_audit,artifacts\scanner_raw\pip_audit\case_004.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_004,pip_audit,artifacts\scanner_raw\pip_audit\case_004.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_004,pip_audit,artifacts\scanner_raw\pip_audit\case_004.json,severity,severity missing in scanner output or local dependency context
case_004,pip_audit,artifacts\scanner_raw\pip_audit\case_004.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_004,pip_audit,artifacts\scanner_raw\pip_audit\case_004.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_004,pip_audit,artifacts\scanner_raw\pip_audit\case_004.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_006,pip_audit,artifacts\scanner_raw\pip_audit\case_006.json,severity,severity missing in scanner output or local dependency context
case_006,pip_audit,artifacts\scanner_raw\pip_audit\case_006.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_006,pip_audit,artifacts\scanner_raw\pip_audit\case_006.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_006,pip_audit,artifacts\scanner_raw\pip_audit\case_006.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_006,pip_audit,artifacts\scanner_raw\pip_audit\case_006.json,severity,severity missing in scanner output or local dependency context
case_006,pip_audit,artifacts\scanner_raw\pip_audit\case_006.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_006,pip_audit,artifacts\scanner_raw\pip_audit\case_006.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_006,pip_audit,artifacts\scanner_raw\pip_audit\case_006.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_008,pip_audit,artifacts\scanner_raw\pip_audit\case_008.json,severity,severity missing in scanner output or local dependency context
case_008,pip_audit,artifacts\scanner_raw\pip_audit\case_008.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_008,pip_audit,artifacts\scanner_raw\pip_audit\case_008.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_008,pip_audit,artifacts\scanner_raw\pip_audit\case_008.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_008,pip_audit,artifacts\scanner_raw\pip_audit\case_008.json,severity,severity missing in scanner output or local dependency context
case_008,pip_audit,artifacts\scanner_raw\pip_audit\case_008.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_008,pip_audit,artifacts\scanner_raw\pip_audit\case_008.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_008,pip_audit,artifacts\scanner_raw\pip_audit\case_008.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,severity,severity missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,severity,severity missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,severity,severity missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,severity,severity missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,severity,severity missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,severity,severity missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_010,pip_audit,artifacts\scanner_raw\pip_audit\case_010.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,severity,severity missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,severity,severity missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,severity,severity missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,severity,severity missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,severity,severity missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,severity,severity missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_012,pip_audit,artifacts\scanner_raw\pip_audit\case_012.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,severity,severity missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,severity,severity missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,severity,severity missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,severity,severity missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,severity,severity missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,severity,severity missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_014,pip_audit,artifacts\scanner_raw\pip_audit\case_014.json,advisory_url,advisory_url missing in scanner output or local dependency context
