case_id,scanner_name,raw_reference,field,warning
case_024,pip_audit,artifacts\scanner_raw\pip_audit\case_024.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_024,pip_audit,artifacts\scanner_raw\pip_audit\case_024.json,severity,severity missing in scanner output or local dependency context
case_024,pip_audit,artifacts\scanner_raw\pip_audit\case_024.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_024,pip_audit,artifacts\scanner_raw\pip_audit\case_024.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_024,pip_audit,artifacts\scanner_raw\pip_audit\case_024.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_024,pip_audit,artifacts\scanner_raw\pip_audit\case_024.json,severity,severity missing in scanner output or local dependency context
case_024,pip_audit,artifacts\scanner_raw\pip_audit\case_024.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_024,pip_audit,artifacts\scanner_raw\pip_audit\case_024.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_024,pip_audit,artifacts\scanner_raw\pip_audit\case_024.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,severity,severity missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_026,pip_audit,artifacts\scanner_raw\pip_audit\case_026.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,severity,severity missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_028,pip_audit,artifacts\scanner_raw\pip_audit\case_028.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,severity,severity missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,cvss_score,cvss_score missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,advisory_url,advisory_url missing in scanner output or local dependency context
case_030,pip_audit,artifacts\scanner_raw\pip_audit\case_030.json,scanner_confidence,scanner_confidence missing in scanner output or local dependency context
